"","nuvirdi","teg_eign","ibm2","fjbilsk","fjherb","fjstof","matssvaedi","nafn_baer"
"333",18200,"Íbúðareign",83,0,2,1,100,"Laugarneshverfi/Vogar"
"334",21749,"Íbúðareign",69,0,2,1,70,"Melar: Að sjó"
"335",19688,"Íbúðareign",97.4,0,3,1,160,"Hólar, Berg"
"336",21588,"Íbúðareign",69.6,0,1,1,280,"Fossvogur"
"337",22500,"Íbúðareign",109.6,0,3,1,90,"Holt/Tún"
"338",23437,"Íbúðareign",88.9,1,2,1,351,"Kópavogur: Kórar"
"339",25761,"Íbúðareign",81.9,0,2,2,72,"Hagar/Melar vestan Hofsvallagötu"
"340",16489,"Íbúðareign",53.5,0,2,1,90,"Holt/Tún"
"341",15143,"Íbúðareign",74.2,0,2,1,150,"Seljahverfi"
"342",44652,"Raðhús",132.8,0,3,1,520,"Garðabær: Ásar"
"343",46539,"Íbúðareign",140.8,1,3,1,320,"Kópavogur: Austurbær"
"344",28887,"Íbúðareign",120.2,1,3,1,350,"Kópavogur: Hvörf, Þing"
"345",17468,"Íbúðareign",57.3,0,1,1,72,"Hagar/Melar vestan Hofsvallagötu"
"346",17814,"Íbúðareign",79.5,0,2,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"347",30191,"Íbúðareign",131.7,0,3,2,281,"Réttarholt"
"348",18126,"Íbúðareign",76.1,0,1,1,220,"Selás"
"349",15634,"Íbúðareign",64.3,0,1,1,200,"Árbær"
"350",18865,"Íbúðareign",101.9,0,3,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"351",20750,"Íbúðareign",78,0,2,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"352",10952,"Einbýlishús",126.8,0,4,1,6110,"Siglufjörður"
"353",29969,"Einbýlishús",135,0,4,1,6040,"Akureyri: Glerárhverfi"
"354",17469,"Íbúðareign",90,0,2,1,6080,"Akureyri: Giljahverfi"
"355",30137,"Einbýlishús",209.7,0,4,1,6030,"Akureyri: Efri brekka"
"356",25946,"Raðhús",91.9,0,2,1,6010,"Akureyri: Naustahverfi"
"357",18653,"Íbúðareign",87.5,0,2,1,6080,"Akureyri: Giljahverfi"
"358",21129,"Parhús",99.2,0,3,1,6020,"Akureyri: Neðri brekka, Eyri, innbær"
"359",9186,"Íbúðareign",35.5,0,2,1,150,"Seljahverfi"
"360",17992,"Íbúðareign",64,0,1,1,90,"Holt/Tún"
"361",34439,"Íbúðarhús",139.4,0,4,1,11,"Vesturbær: Vestan Bræðraborgarstígs"
"362",25300,"Íbúðareign",94.6,0,2,1,100,"Laugarneshverfi/Vogar"
"363",13049,"Íbúðareign",44,0,0,1,100,"Laugarneshverfi/Vogar"
"364",20958,"Íbúðareign",82.6,0,2,1,640,"Hafnarfjörður - Ásland"
"365",28481,"Íbúðareign",125.1,0,4,1,500,"Garðabær"
"366",23709,"Íbúðareign",75.2,0,2,1,320,"Kópavogur: Austurbær"
"367",23676,"Íbúðareign",85,0,2,1,320,"Kópavogur: Austurbær"
"368",17451,"Íbúðareign",80.6,0,2,1,160,"Hólar, Berg"
"369",29541,"Íbúðareign",79.1,0,1,2,25,"Miðbær: Frá Bræðraborgarstíg að Tjörn"
"370",22124,"Íbúðareign",100.4,0,3,1,3000,"Akranes"
"371",19240,"Raðhús",89.8,0,2,1,8010,"Selfoss"
"372",14802,"Íbúðareign",55.9,0,1,1,8010,"Selfoss"
"373",5000,"Raðhús",84.8,0,2,1,6220,"Þórshöfn"
"374",24250,"Íbúðareign",108.5,0,3,1,840,"Mosfellsbær: Höfðar, Hlíðar"
"375",18387,"Íbúðareign",103.5,0,3,1,200,"Árbær"
"376",6494,"Íbúðareign",83.4,0,2,1,6130,"Ólafsfjörður"
"377",21307,"Íbúðareign",83.3,0,2,1,6010,"Akureyri: Naustahverfi"
"378",29506,"Íbúðareign",155.7,0,4,1,6020,"Akureyri: Neðri brekka, Eyri, innbær"
"379",16461,"Einbýlishús",108.5,0,4,1,8180,"Hella"
"380",16893,"Íbúðareign",67.8,0,2,1,72,"Hagar/Melar vestan Hofsvallagötu"
"381",24379,"Íbúðareign",90.9,1,2,1,810,"Mosfellsbær: Teigar, Krikar"
"382",25967,"Íbúðareign",74.8,1,3,2,20,"Miðbær: Frá Tjörn að Snorrabraut"
"383",17691,"Íbúðareign",65.1,0,1,1,72,"Hagar/Melar vestan Hofsvallagötu"
"384",20815,"Íbúðareign",96.8,1,3,1,150,"Seljahverfi"
"385",16455,"Íbúðareign",74.6,0,1,1,160,"Hólar, Berg"
"386",24572,"Íbúðareign",107.1,0,2,1,120,"Grafarvogur: Hamrar, Foldir, Hús"
"387",23784,"Íbúðareign",61.6,0,2,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"388",14494,"Íbúðareign",37.4,0,2,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"389",25050,"Einbýlishús",130,0,4,1,3000,"Akranes"
"390",16366,"Íbúðareign",112.8,0,3,1,6040,"Akureyri: Glerárhverfi"
"391",13612,"Íbúðareign",80.3,0,2,1,6040,"Akureyri: Glerárhverfi"
"392",16078,"Einbýlishús",80.4,0,2,1,2050,"Keflavík"
"393",21010,"Raðhús",116.1,0,3,1,2050,"Keflavík"
"394",27057,"Íbúðareign",99.2,1,2,1,510,"Garðabær: Sjáland"
"395",26469,"Íbúðareign",120.1,0,3,1,630,"Hafnarfjörður - Vellir"
"396",33654,"Íbúðareign",130.9,0,3,1,270,"Norðlingaholt"
"397",29476,"Íbúðareign",93.1,0,2,2,25,"Miðbær: Frá Bræðraborgarstíg að Tjörn"
"398",24269,"Íbúðareign",85.4,0,2,1,90,"Holt/Tún"
"399",11754,"Íbúðareign",40.5,0,1,0,660,"Hafnarfjörður - Flensborg"
"400",24820,"Íbúðareign",86.4,0,2,1,640,"Hafnarfjörður - Ásland"
"401",18879,"Íbúðareign",81.7,0,2,1,150,"Seljahverfi"
"402",20470,"Íbúðareign",74.9,0,2,1,80,"Hlíðar"
"403",37198,"Íbúðareign",100,0,3,1,400,"Seltjarnarnes"
"404",17662,"Íbúðareign",51.2,0,1,1,281,"Réttarholt"
"405",19580,"Íbúðareign",71.8,0,1,1,600,"Hafnarfjörður"
"406",21368,"Íbúðareign",59.4,0,2,1,25,"Miðbær: Frá Bræðraborgarstíg að Tjörn"
"407",12700,"Íbúðareign",103.8,0,2,2,8010,"Selfoss"
"408",22448,"Íbúðareign",77.6,0,2,1,80,"Hlíðar"
"409",18993,"Íbúðareign",61,0,1,1,100,"Laugarneshverfi/Vogar"
"410",17300,"Íbúðareign",89.1,0,2,1,161,"Fell"
"411",19986,"Íbúðareign",90.3,1,3,2,120,"Grafarvogur: Hamrar, Foldir, Hús"
"412",22028,"Íbúðareign",92.5,1,2,1,630,"Hafnarfjörður - Vellir"
"413",13884,"Raðhús",71.5,0,2,1,600,"Hafnarfjörður"
"414",21588,"Íbúðareign",78.6,0,2,1,600,"Hafnarfjörður"
"415",41802,"Raðhús",183.9,0,5,2,120,"Grafarvogur: Hamrar, Foldir, Hús"
"416",18822,"Íbúðareign",72.6,0,1,1,140,"Grafarvogur: Staðir"
"417",11000,"Íbúðareign",62.1,0,1,1,8200,"Vestmannaeyjar"
"418",15893,"Íbúðareign",82.7,0,2,1,600,"Hafnarfjörður"
"419",18500,"Íbúðareign",74.1,0,2,1,80,"Hlíðar"
"420",18215,"Íbúðareign",100.2,0,3,1,150,"Seljahverfi"
"421",39348,"Einbýlishús",175.6,0,5,1,3000,"Akranes"
"422",21077,"Raðhús",92.3,0,3,1,6080,"Akureyri: Giljahverfi"
"423",26108,"Íbúðareign",119,0,3,1,640,"Hafnarfjörður - Ásland"
"424",20020,"Íbúðareign",72.5,0,1,1,520,"Garðabær: Ásar"
"425",58029,"Einbýlishús",255,0,4,2,640,"Hafnarfjörður - Ásland"
"426",28828,"Íbúðareign",149.5,0,6,1,600,"Hafnarfjörður"
"427",36970,"Íbúðareign",122,1,3,1,600,"Hafnarfjörður"
"428",24436,"Íbúðareign",91.7,1,2,1,350,"Kópavogur: Hvörf, Þing"
"429",42734,"Einbýlishús",151.3,0,3,1,320,"Kópavogur: Austurbær"
"430",8616,"Einbýlishús",103.4,0,4,2,7140,"Eskifjörður"
"431",17250,"Íbúðareign",85.2,0,1,1,3000,"Akranes"
"432",16856,"Íbúðareign",89.9,0,3,1,170,"Neðra-Breiðholt"
"433",8825,"Íbúðareign",46,0,1,1,6030,"Akureyri: Efri brekka"
"434",20150,"Íbúðareign",109,0,3,2,2050,"Keflavík"
"435",16000,"Íbúðareign",109,0,3,1,2050,"Keflavík"
"436",13403,"Parhús",90.4,0,2,1,2030,"Garður"
"437",38789,"Raðhús",135.5,0,0,1,500,"Garðabær"
"438",23940,"Íbúðareign",122.7,0,3,1,630,"Hafnarfjörður - Vellir"
"439",17841,"Einbýlishús",116.1,0,3,1,7160,"Fáskrúðsfjöður"
"440",34903,"Íbúðareign",120.2,0,3,1,100,"Laugarneshverfi/Vogar"
"441",16138,"Íbúðareign",64.6,0,1,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"442",13157,"Íbúðareign",47.6,0,1,1,100,"Laugarneshverfi/Vogar"
"443",42615,"Einbýlishús",248.9,0,7,2,160,"Hólar, Berg"
"444",21162,"Íbúðareign",92.5,0,3,1,100,"Laugarneshverfi/Vogar"
"445",15325,"Íbúðareign",57.7,0,1,1,100,"Laugarneshverfi/Vogar"
"446",400,"Íbúðareign",67.8,0,1,1,6130,"Ólafsfjörður"
"447",27300,"Íbúðareign",111,1,2,1,600,"Hafnarfjörður"
"448",23887,"Íbúðareign",101.6,0,4,1,320,"Kópavogur: Austurbær"
"449",20700,"Íbúðareign",101.8,0,3,1,630,"Hafnarfjörður - Vellir"
"450",28968,"Raðhús",188.8,1,5,1,150,"Seljahverfi"
"451",59719,"Parhús",153.1,0,5,3,25,"Miðbær: Frá Bræðraborgarstíg að Tjörn"
"452",22539,"Íbúðareign",97,0,2,1,6010,"Akureyri: Naustahverfi"
"453",12644,"Íbúðareign",84.2,0,1,1,6030,"Akureyri: Efri brekka"
"454",19498,"Íbúðareign",76.7,0,2,1,6010,"Akureyri: Naustahverfi"
"455",4466,"Íbúðareign",65.3,0,2,1,8200,"Vestmannaeyjar"
"456",26081,"Einbýlishús",139.8,0,4,1,2050,"Keflavík"
"457",19174,"Íbúðareign",100.8,0,2,1,2050,"Keflavík"
"458",23397,"Einbýlishús",148.4,0,4,2,2050,"Keflavík"
"459",69078,"Einbýlishús",142.3,0,4,2,400,"Seltjarnarnes"
"460",22907,"Íbúðareign",79.4,1,2,1,110,"Bryggjuhverfi"
"461",68545,"Raðhús",218.9,0,5,2,400,"Seltjarnarnes"
"462",19328,"Íbúðareign",72.3,0,3,1,100,"Laugarneshverfi/Vogar"
"463",14434,"Íbúðareign",80,0,2,1,160,"Hólar, Berg"
"464",23981,"Íbúðareign",84.9,1,2,1,680,"Hafnarfjörður - Börð"
"465",28986,"Íbúðareign",104,0,3,1,330,"Kópavogur: Hjallar, Smárar"
"466",14042,"Íbúðareign",59.3,0,1,1,320,"Kópavogur: Austurbær"
"467",14260,"Íbúðareign",41.4,0,2,1,100,"Laugarneshverfi/Vogar"
"468",20996,"Íbúðareign",106.5,0,2,2,283,"Hvassaleiti"
"469",53424,"Raðhús",167.7,0,4,1,400,"Seltjarnarnes"
"470",43166,"Íbúðareign",150.8,0,5,1,91,"Háaleiti/Skeifa"
"471",66994,"Einbýlishús",185.3,0,4,2,500,"Garðabær"
"472",41512,"Parhús",171.7,0,3,2,640,"Hafnarfjörður - Ásland"
"473",21758,"Íbúðareign",94.6,0,2,2,600,"Hafnarfjörður"
"474",22162,"Íbúðareign",76.4,1,1,1,600,"Hafnarfjörður"
"475",22208,"Einbýlishús",125.8,0,3,1,8055,"Árnessvæði"
"476",7770,"Íbúðareign",55.6,0,1,1,2040,"Njarðvík"
"477",18477,"Íbúðareign",92.7,0,3,1,200,"Árbær"
"478",22275,"Íbúðareign",78.9,0,1,2,20,"Miðbær: Frá Tjörn að Snorrabraut"
"479",10103,"Íbúðareign",31,0,0,1,220,"Selás"
"480",28883,"Íbúðareign",113,0,2,1,100,"Laugarneshverfi/Vogar"
"481",30417,"Íbúðareign",123.1,1,3,1,180,"Grafarholt"
"482",13800,"Einbýlishús",180.6,0,7,2,4100,"Ísafjörður: Eldri byggð"
"483",10147,"Íbúðareign",72.2,0,2,1,5110,"Sauðárkrókur"
"484",18590,"Íbúðareign",89.5,0,3,1,320,"Kópavogur: Austurbær"
"485",44188,"Raðhús",156.7,0,3,1,340,"Kópavogur: Lindir, Salir"
"486",24276,"Íbúðareign",104.4,0,3,1,340,"Kópavogur: Lindir, Salir"
"487",34249,"Íbúðareign",103.9,1,2,1,320,"Kópavogur: Austurbær"
"488",10840,"Íbúðareign",78.8,0,2,1,7100,"Fellabær"
"489",27945,"Íbúðareign",94.1,0,2,1,400,"Seltjarnarnes"
"490",21486,"Íbúðareign",82,0,2,1,100,"Laugarneshverfi/Vogar"
"491",22281,"Íbúðareign",100.4,0,2,2,120,"Grafarvogur: Hamrar, Foldir, Hús"
"492",4496,"Íbúðareign",98.8,0,3,1,4140,"Bolungarvík"
"493",9782,"Íbúðareign",65.5,0,1,1,6040,"Akureyri: Glerárhverfi"
"494",21224,"Íbúðareign",79.8,0,1,1,6030,"Akureyri: Efri brekka"
"495",32848,"Raðhús",142.2,0,3,2,520,"Garðabær: Ásar"
"496",14493,"Íbúðareign",51.8,0,1,1,600,"Hafnarfjörður"
"497",26973,"Íbúðareign",95.7,0,3,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"498",14313,"Íbúðareign",50,0,2,1,100,"Laugarneshverfi/Vogar"
"499",18598,"Íbúðareign",81.9,0,2,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"500",14928,"Íbúðareign",76.6,0,1,1,150,"Seljahverfi"
"501",12196,"Íbúðareign",57.7,0,1,1,160,"Hólar, Berg"
"502",40104,"Einbýlishús",137.8,0,4,1,800,"Mosfellsbær"
"503",18365,"Íbúðareign",80.8,0,2,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"504",67539,"Einbýlishús",214.3,0,7,1,500,"Garðabær"
"505",50635,"Raðhús",158.3,0,2,1,520,"Garðabær: Ásar"
"506",21749,"Raðhús",110,0,3,1,2050,"Keflavík"
"507",19500,"Íbúðarhús",101.8,0,3,2,20,"Miðbær: Frá Tjörn að Snorrabraut"
"508",34270,"Raðhús",236.5,1,6,1,150,"Seljahverfi"
"509",17469,"Íbúðareign",74.6,0,3,1,90,"Holt/Tún"
"510",7834,"Einbýlishús",114.9,0,4,1,5110,"Sauðárkrókur"
"511",22278,"Raðhús",146,0,3,1,8010,"Selfoss"
"512",25105,"Einbýlishús",196.4,0,5,1,2060,"Grindavík"
"513",32987,"Íbúðareign",100.9,0,3,1,100,"Laugarneshverfi/Vogar"
"514",26649,"Íbúðareign",112.5,0,2,2,80,"Hlíðar"
"515",14229,"Íbúðareign",53.6,0,1,1,80,"Hlíðar"
"516",25350,"Íbúðareign",105,0,2,1,72,"Hagar/Melar vestan Hofsvallagötu"
"517",70163,"Einbýlishús",297,0,6,2,220,"Selás"
"518",14405,"Íbúðareign",61.9,0,1,1,100,"Laugarneshverfi/Vogar"
"519",18975,"Íbúðareign",68.6,0,1,1,500,"Garðabær"
"520",28500,"Íbúðareign",107,1,3,1,600,"Hafnarfjörður"
"521",18579,"Íbúðareign",65.6,0,1,1,330,"Kópavogur: Hjallar, Smárar"
"522",21701,"Íbúðareign",90.2,0,2,3,161,"Fell"
"523",11989,"Íbúðareign",43.7,1,1,1,160,"Hólar, Berg"
"524",20000,"Íbúðareign",90,0,3,1,100,"Laugarneshverfi/Vogar"
"525",52189,"Raðhús",152,0,5,1,400,"Seltjarnarnes"
"526",14798,"Parhús",89.3,0,2,1,6020,"Akureyri: Neðri brekka, Eyri, innbær"
"527",11442,"Einbýlishús",91.4,0,2,1,8180,"Hella"
"528",15178,"Íbúðareign",76.3,0,2,1,680,"Hafnarfjörður - Börð"
"529",21715,"Íbúðareign",100.7,0,3,1,620,"Hafarfjörður: Hvaleyrarholt"
"530",17284,"Íbúðareign",51.9,0,1,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"531",46624,"Raðhús",142.9,0,5,1,500,"Garðabær"
"532",27298,"Íbúðareign",80.1,0,2,1,100,"Laugarneshverfi/Vogar"
"533",15318,"Einbýlishús",125.4,0,4,2,3000,"Akranes"
"534",18461,"Íbúðareign",100.5,0,3,1,2040,"Njarðvík"
"535",54346,"Raðhús",227.5,0,22,0,280,"Fossvogur"
"536",35793,"Íbúðareign",113.8,0,3,1,280,"Fossvogur"
"537",54346,"Íbúðareign",115.4,0,3,2,25,"Miðbær: Frá Bræðraborgarstíg að Tjörn"
"538",22220,"Íbúðareign",94.7,0,3,1,100,"Laugarneshverfi/Vogar"
"539",38724,"Raðhús",140.4,0,3,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"540",68768,"Einbýlishús",241.4,0,4,3,330,"Kópavogur: Hjallar, Smárar"
"541",27972,"Íbúðareign",141.9,1,3,1,351,"Kópavogur: Kórar"
"542",12978,"Einbýlishús",125.2,0,4,1,7160,"Fáskrúðsfjöður"
"543",30794,"Íbúðareign",104.5,1,2,2,90,"Holt/Tún"
"544",44805,"Raðhús",250.5,0,8,3,150,"Seljahverfi"
"545",11370,"Íbúðareign",57.7,0,1,1,161,"Fell"
"546",28590,"Íbúðareign",100.9,0,2,2,20,"Miðbær: Frá Tjörn að Snorrabraut"
"547",22642,"Íbúðareign",90.7,0,2,2,70,"Melar: Að sjó"
"548",29959,"Íbúðareign",109.2,0,2,1,510,"Garðabær: Sjáland"
"549",21493,"Íbúðareign",103.5,0,3,1,600,"Hafnarfjörður"
"550",19751,"Íbúðareign",114.1,1,3,1,150,"Seljahverfi"
"551",20972,"Íbúðareign",92.6,0,2,1,600,"Hafnarfjörður"
"552",14751,"Íbúðareign",83.4,0,2,1,6030,"Akureyri: Efri brekka"
"553",37463,"Parhús",123.8,0,3,1,810,"Mosfellsbær: Teigar, Krikar"
"554",33944,"Íbúðareign",100,0,2,2,85,"Kringlan"
"555",14359,"Íbúðareign",54.6,0,1,1,160,"Hólar, Berg"
"556",13891,"Íbúðareign",70.9,0,1,1,100,"Laugarneshverfi/Vogar"
"557",11500,"Íbúðareign",101.7,0,3,2,2050,"Keflavík"
"558",21664,"Íbúðareign",96.1,0,2,1,700,"Garðarbær: Álftanes"
"559",22962,"Íbúðareign",109.6,0,3,1,600,"Hafnarfjörður"
"560",28354,"Raðhús",95.7,0,2,1,530,"Garðabær: Vestan Hraunholtsbrautar"
"561",50285,"Einbýlishús",175,0,4,1,630,"Hafnarfjörður - Vellir"
"562",34016,"Íbúðareign",104.5,1,3,1,320,"Kópavogur: Austurbær"
"563",24602,"Íbúðareign",75.6,1,2,1,330,"Kópavogur: Hjallar, Smárar"
"564",20400,"Íbúðareign",99.8,0,3,1,300,"Kópavogur: Vesturbær"
"565",34210,"Íbúðareign",121.6,1,2,1,340,"Kópavogur: Lindir, Salir"
"566",43841,"Raðhús",207.5,0,6,1,320,"Kópavogur: Austurbær"
"567",16370,"Íbúðareign",97.4,0,3,2,320,"Kópavogur: Austurbær"
"568",25955,"Íbúðareign",89.5,0,2,1,320,"Kópavogur: Austurbær"
"569",20706,"Íbúðareign",88.2,1,2,1,350,"Kópavogur: Hvörf, Þing"
"570",13942,"Íbúðareign",65.9,0,1,1,320,"Kópavogur: Austurbær"
"571",17559,"Íbúðareign",115.8,0,3,1,7100,"Fellabær"
"572",22225,"Einbýlishús",117,0,3,1,7110,"Egilsstaðir"
"573",24290,"Íbúðareign",89,0,2,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"574",6241,"Íbúðareign",23.3,0,0,1,600,"Hafnarfjörður"
"575",23516,"Íbúðareign",89.7,1,2,1,350,"Kópavogur: Hvörf, Þing"
"576",24230,"Íbúðareign",75.6,0,2,1,330,"Kópavogur: Hjallar, Smárar"
"577",21240,"Íbúðareign",70.3,1,2,1,340,"Kópavogur: Lindir, Salir"
"578",18755,"Parhús",105.5,0,4,1,7140,"Eskifjörður"
"579",12251,"Einbýlishús",122.9,0,4,1,4140,"Bolungarvík"
"580",33017,"Íbúðareign",136.3,0,4,2,330,"Kópavogur: Hjallar, Smárar"
"581",35200,"Íbúðareign",128.3,0,3,1,330,"Kópavogur: Hjallar, Smárar"
"582",18895,"Íbúðareign",62.5,1,1,1,400,"Seltjarnarnes"
"583",30687,"Íbúðareign",76,1,1,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"584",8036,"Íbúðareign",58.6,0,1,1,8200,"Vestmannaeyjar"
"585",24365,"Raðhús",107.5,0,3,1,8200,"Vestmannaeyjar"
"586",24851,"Íbúðareign",138.6,0,5,2,8200,"Vestmannaeyjar"
"587",22673,"Íbúðareign",105.4,0,2,2,120,"Grafarvogur: Hamrar, Foldir, Hús"
"588",16918,"Íbúðareign",70.1,0,1,1,120,"Grafarvogur: Hamrar, Foldir, Hús"
"589",32921,"Íbúðareign",111.4,0,2,2,400,"Seltjarnarnes"
"590",14851,"Einbýlishús",135.6,0,3,2,8150,"Vík"
"591",16677,"Einbýlishús",95.2,0,3,1,7210,"Höfn"
"592",16647,"Íbúðareign",50.7,0,1,1,400,"Seltjarnarnes"
"593",16120,"Íbúðareign",95.3,0,3,1,170,"Neðra-Breiðholt"
"594",32918,"Raðhús",124.3,0,3,2,161,"Fell"
"595",28972,"Íbúðareign",100.7,0,3,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"596",27000,"Íbúðareign",69.6,0,2,1,72,"Hagar/Melar vestan Hofsvallagötu"
"597",21500,"Íbúðareign",94.7,0,3,1,161,"Fell"
"598",39479,"Íbúðareign",133.7,0,3,1,283,"Hvassaleiti"
"599",21381,"Íbúðareign",69,0,1,1,72,"Hagar/Melar vestan Hofsvallagötu"
"600",16298,"Íbúðareign",82.7,0,2,1,200,"Árbær"
"601",16898,"Íbúðareign",48.4,0,1,1,11,"Vesturbær: Vestan Bræðraborgarstígs"
"602",16494,"Íbúðareign",53.2,0,2,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"603",15034,"Íbúðareign",62.7,0,1,1,160,"Hólar, Berg"
"604",13608,"Íbúðareign",59.9,0,1,1,80,"Hlíðar"
"605",17408,"Íbúðareign",103.6,0,2,1,80,"Hlíðar"
"606",5500,"Einbýlishús",74.4,0,2,1,4040,"Bíldudalur"
"607",19181,"Einbýlishús",133.7,0,4,2,6040,"Akureyri: Glerárhverfi"
"608",17917,"Íbúðareign",77.3,0,1,1,630,"Hafnarfjörður - Vellir"
"609",38162,"Einbýlishús",129.7,0,4,1,700,"Garðarbær: Álftanes"
"610",15928,"Íbúðareign",67.8,0,1,1,500,"Garðabær"
"611",42522,"Íbúðareign",141.2,0,3,1,85,"Kringlan"
"612",25979,"Íbúðareign",112.9,0,3,2,120,"Grafarvogur: Hamrar, Foldir, Hús"
"613",18775,"Íbúðareign",93.2,0,2,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"614",20286,"Einbýlishús",115,0,4,0,20,"Miðbær: Frá Tjörn að Snorrabraut"
"615",15729,"Raðhús",89.9,0,2,1,6140,"Dalvík"
"616",18766,"Raðhús",106,0,3,1,6140,"Dalvík"
"617",18140,"Einbýlishús",134.9,0,4,1,2020,"Sandgerði"
"618",13440,"Einbýlishús",181.8,0,5,1,2020,"Sandgerði"
"619",11344,"Íbúðareign",54.8,0,1,1,220,"Selás"
"620",14380,"Íbúðareign",54.8,0,1,1,220,"Selás"
"621",22360,"Íbúðareign",84.9,0,2,1,100,"Laugarneshverfi/Vogar"
"622",22872,"Íbúðareign",83.8,0,2,1,72,"Hagar/Melar vestan Hofsvallagötu"
"623",27871,"Raðhús",128.4,0,4,1,160,"Hólar, Berg"
"624",7262,"Einbýlishús",36,0,1,1,100,"Laugarneshverfi/Vogar"
"625",22345,"Íbúðareign",107.5,0,2,2,400,"Seltjarnarnes"
"626",53880,"Einbýlishús",177.3,0,3,2,120,"Grafarvogur: Hamrar, Foldir, Hús"
"627",14889,"Íbúðareign",68.9,0,1,1,100,"Laugarneshverfi/Vogar"
"628",18550,"Íbúðareign",62.5,0,1,1,80,"Hlíðar"
"629",9271,"Íbúðareign",58.6,0,1,1,8200,"Vestmannaeyjar"
"630",29289,"Íbúðareign",150,0,4,1,630,"Hafnarfjörður - Vellir"
"631",34745,"Íbúðareign",115.6,0,3,1,340,"Kópavogur: Lindir, Salir"
"632",20124,"Íbúðareign",92.4,0,3,1,800,"Mosfellsbær"
"633",66869,"Einbýlishús",270,0,9,2,283,"Hvassaleiti"
"634",51140,"Raðhús",167.8,0,4,2,72,"Hagar/Melar vestan Hofsvallagötu"
"635",23348,"Íbúðareign",59.6,1,0,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"636",18989,"Íbúðareign",95,0,3,2,160,"Hólar, Berg"
"637",15939,"Íbúðareign",80.7,0,2,1,160,"Hólar, Berg"
"638",25209,"Íbúðareign",88,0,2,2,100,"Laugarneshverfi/Vogar"
"639",18649,"Íbúðareign",71.7,0,2,1,100,"Laugarneshverfi/Vogar"
"640",22485,"Raðhús",127.7,0,4,1,6030,"Akureyri: Efri brekka"
"641",20340,"Íbúðareign",102.1,0,3,1,6080,"Akureyri: Giljahverfi"
"642",20627,"Íbúðareign",103.6,0,3,1,6010,"Akureyri: Naustahverfi"
"643",14030,"Íbúðareign",53.8,0,1,1,630,"Hafnarfjörður - Vellir"
"644",16167,"Íbúðareign",62.6,0,1,1,283,"Hvassaleiti"
"645",12796,"Íbúðareign",43.2,0,1,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"646",12397,"Íbúðareign",44.9,0,1,1,100,"Laugarneshverfi/Vogar"
"647",22780,"Íbúðareign",89.5,0,2,1,640,"Hafnarfjörður - Ásland"
"648",42919,"Einbýlishús",154.1,0,5,2,650,"Hafnarfjörður - Setberg"
"649",26986,"Íbúðareign",103.1,1,2,1,600,"Hafnarfjörður"
"650",17369,"Íbúðareign",70.7,0,1,1,600,"Hafnarfjörður"
"651",44371,"Íbúðareign",140.8,1,3,1,320,"Kópavogur: Austurbær"
"652",24242,"Íbúðareign",104.4,0,3,1,340,"Kópavogur: Lindir, Salir"
"653",19498,"Íbúðareign",97.4,0,6,2,320,"Kópavogur: Austurbær"
"654",17489,"Íbúðareign",62.5,1,1,1,400,"Seltjarnarnes"
"655",19500,"Raðhús",111.9,0,4,1,8010,"Selfoss"
"656",35147,"Einbýlishús",168,0,4,2,800,"Mosfellsbær"
"657",24369,"Íbúðareign",111.4,1,2,1,180,"Grafarholt"
"658",27635,"Íbúðareign",101.1,1,2,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"659",17332,"Íbúðareign",102.4,0,3,1,150,"Seljahverfi"
"660",66507,"Einbýlishús",296,0,7,2,220,"Selás"
"661",6940,"Íbúðareign",60,0,2,1,8200,"Vestmannaeyjar"
"662",10884,"Íbúðareign",72.2,0,2,1,8010,"Selfoss"
"663",25149,"Raðhús",162.7,0,5,1,2050,"Keflavík"
"664",28698,"Íbúðareign",103.6,1,1,2,511,"Garðabær: Akrahverfi"
"665",24000,"Parhús",133.1,0,2,2,7110,"Egilsstaðir"
"666",66836,"Íbúðareign",183.7,0,3,2,70,"Melar: Að sjó"
"667",17021,"Íbúðareign",82,0,2,1,150,"Seljahverfi"
"668",45389,"Einbýlishús",174.5,0,3,2,120,"Grafarvogur: Hamrar, Foldir, Hús"
"669",24179,"Íbúðareign",97.3,0,1,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
